,local,global
you,0.0002507487932840983,0.12226245024351556
be,0.0003284541043368253,0.14722763793665206
the,0.00019409726647769704,0.16844489462966095
do,0.0005356445908546448,0.21554441124866774
it,0.0004783017294747489,0.16779661507002175
$name$,0.0008282180755369125,0.17410514385061404
that,0.0004052327525231146,0.15262821945353955
a,0.0007114344173007541,0.14284561868448853
what,0.0011168069699231315,0.1926978584760899
i,0.0004362736429486956,0.18113380127030343
to,0.00028248902024893927,0.1408125472750229
nan,0.0014362079756600516,0.08034772069328489
and,0.00021332677672891056,0.15445948503332152
go,0.0005785872538884481,0.19668273998809305
oh,0.0006536261455432789,0.24639828203616587
we,0.0003326841763087681,0.1291992497711666
in,0.000878191307971352,0.18167319452950215
have,0.0007249551850396234,0.19966497998638522
there,0.0008491261585338696,0.10990388516468586
on,0.0005423201097024454,0.14792560181060255
he,0.00093878893291249,0.14814164741190705
this,0.0002047475427389145,0.24517390754829416
get,0.00028739431325127096,0.14880576742743545
can,0.0007200078530745072,0.15983200907302886
your,0.0013888127663556266,0.10494444595781449
no,0.0008312234511742225,0.24876786006886853
one,0.0010213397051158704,0.18444152042059359
okay,0.0006147956146913417,0.15969326456949662
here,0.0008239831243242536,0.1622976260975043
want,0.0004430142315951261,0.15113005967680793
look,0.0009576916694641113,0.1652666009738354
like,0.0007166334560939244,0.15313350671507053
they,0.0002578894297281901,0.14594007433299494
see,0.0006680505143271552,0.2119320689547054
put,0.0007957309484481811,0.11468065921982051
right,0.0009076697485787527,0.2921623832728204
of,0.0008069409264458551,0.2578334496634638
yes,0.0008806918942651083,0.2910734210875471
yeah,0.0006434101807443719,0.24387017902955177
me,0.000634276204639011,0.1793100447097239
think,0.0003590910665450558,0.16662286439487073
with,0.00035175590804128933,0.16974912658139585
she,0.0008356312910715739,0.19404256366893768
for,0.0006675094366073609,0.2423741317435375
now,0.00041168051607468547,0.22688850362001167
come,0.0007452585480429909,0.22095104434488522
not,0.0004519466310739517,0.23434882500621468
where,0.0006467883403484637,0.13176118720776475
know,0.0007888937697691075,0.18253315478823307
say,0.0008296950443370922,0.21478362962556408
good,0.0009789357059880306,0.18022240697496117
up,0.001029210035191026,0.24763032578553523
well,0.00019709088585593483,0.2292139962794757
all,0.0006889718951600971,0.24911671293094617
at,0.001391611165470547,0.329609946678016
will,0.00045458836988969284,0.24726928748269006
some,0.001041404902935028,0.18170333700866692
let,0.0005816919463021414,0.17460603273959407
just,0.0005142658184736203,0.18240828903688622
them,0.0006443822022640344,0.157101720437951
then,0.00042695365846157074,0.2755284892692952
so,0.0002644229680299759,0.1596212994048435
little,0.0009056523039534286,0.2429086184872148
how,0.0016297987529209682,0.252574093888566
who,0.0014139148924085829,0.22460138173598698
out,0.0006778727878223766,0.17798230377266044
make,0.0005063011839583114,0.22559396981837176
down,0.0014429398485132166,0.21487879551432365
if,0.0007275988658269247,0.18223452599612977
but,0.0003376483917236328,0.19193471448044497
about,0.0008461334203418932,0.20709802208295813
her,0.0007198242580189425,0.18801348272702856
because,0.00042926880621141003,0.2056727978395616
play,0.0011791149775187174,0.19182387421520586
my,0.001025070162380443,0.18777334785973243
eat,0.0005809983541799146,0.1650591266747622
when,0.0003212600043325713,0.21047831471970868
take,0.0015867900204014134,0.2584516400297656
big,0.0012482481125073556,0.2225903537499071
very,0.0010609012661558209,0.12332225141932396
baby,0.0006613966665769878,0.20029946140514854
back,0.0015654729472266303,0.23603445440063509
his,0.0012670643627643585,0.15433104242103013
tell,0.0009441259834501478,0.1956053543963444
him,0.0012566973181331858,0.19899624590122245
over,0.0007895193994045258,0.17111204931989343
more,0.0010691970586776734,0.1980181163780409
why,0.0011675749954424407,0.2856540456908765
or,0.00038818752064424404,0.24137094027613548
too,0.000428077152797154,0.20103414321007163
off,0.0007095098495483399,0.17513523364689887
nice,0.001047495164369282,0.1370138331801939
these,0.0013067637171064103,0.19141561059512924
hm,0.00176544937976571,0.41540961470414695
two,0.0004740394651889801,0.16960454510854517
sit,0.0008355770792279924,0.2303135665885292
huh,0.0011021557607148822,0.25736577982955866
thing,0.0019333309987012077,0.2587858979838137
those,0.0007879669601852829,0.19965627560409827
gonna,0.0005219843652513293,0.2507953667545587
need,0.0006792800767081124,0.1668413711174217
give,0.0013354385600370519,0.23809889294223674
have_to,0.0002679308255513509,0.18513001046591548
book,0.001178229848543803,0.19555303366626542
real,0.0007171779870986938,0.22036259734410113
else,0.0010936764570382924,0.21314689065154613
car,0.0009493861879621233,0.2517216951187179
alright,0.0010906316732105456,0.3771974297252124
boy,0.001127514574262831,0.1683397911998058
shall,0.0005315355956554413,0.1482586159591649
could,0.0004877087317014995,0.31297872619654665
other,0.001473933458328247,0.23797632586787032
something,0.0007836752467685275,0.29173689665288716
time,0.001352226032930262,0.2485775494301109
bit,0.0010507019127116485,0.22710378669193299
find,0.0006373952596615523,0.18462907171507914
color,0.0009764092309134347,0.13862496310977812
again,0.0008423297028792532,0.2602527140070695
another,0.0006007010286504573,0.16770405402968058
way,0.0023742760930742534,0.23150434273097742
call,0.0011653701464335124,0.2512183114665799
should,0.0010510236024856567,0.30447106015193304
happen,0.0009640998700085809,0.24665758309581487
turn,0.001389145851135254,0.2682017844983958
try,0.001111007013986277,0.27077600333754237
please,0.0014228605561786229,0.25625326294828465
house,0.0016869551096207057,0.2211594509246051
girl,0.0011873358004801983,0.20088259025168842
remember,0.0014151367876264784,0.2517520367163949
from,0.0014984913361378205,0.2790921636381858
as,0.0009105652570724487,0.2468496942801519
fall,0.0009277736818468249,0.18805855947532468
any,0.0011027267104700993,0.20892821264911376
ah,0.0013712003827095031,0.4507541128144278
help,0.002418954197953387,0.2184342285858164
dog,0.001434171199798584,0.27320638386091567
away,0.0011278268618461413,0.2724407048771821
today,0.0018829107284545898,0.2494939401452858
uhhuh,0.0012929329746647884,0.42950747854433313
read,0.0014705706287074733,0.19790606193149163
watch,0.002308616512700131,0.2986096946159337
hand,0.000983180318559919,0.22426323080729227
open,0.001629157198799981,0.24294281683276597
love,0.0011952142966421026,0.2782300560089004
train,0.0006388272557939802,0.17434222312294956
use,0.0012080625789921459,0.23599462662512916
fun,0.001072395931590687,0.2203405711907367
red,0.0009009353816509247,0.1754843388583227
ball,0.0019047102507422952,0.30048794672862766
talk,0.0008842301996130692,0.28034986173276366
three,0.0003990368409590288,0.21753863972994392
maybe,0.0009145564154574746,0.294701574638098
wait,0.0020414607865469796,0.21779212079100396
show,0.001474315921465556,0.30814664049274165
box,0.0010088939924497863,0.20085534048422693
work,0.0026952028274536133,0.34609810016665277
name,0.001070584121503328,0.20177119134449462
which,0.000713644883571527,0.30842817450420346
bed,0.0012926459312438965,0.16620785802961735
picture,0.0008994460105895997,0.36008926602483715
day,0.0014599453319202769,0.2887656741245611
thank,0.0012725172816096125,0.2948409510105079
man,0.001627878231160781,0.33457072719634684
mean,0.0007772790758233322,0.2928367465442967
blue,0.000542600949605306,0.15272424795425166
mm,0.0017290115356445312,0.429414225920562
wanna,0.0006947852671146393,0.18872180249922754
minute,0.0014319258767205316,0.21040959455669073
wow,0.0014807174080296566,0.21690461127451355
green,0.0012695127063327366,0.2282708360479747
toy,0.001437598466873169,0.2641759889580041
water,0.0013409944681020884,0.19647652632561907
first,0.0009286323109188595,0.23625237981348968
sleep,0.0011343751102685928,0.1915286956514557
piece,0.0007834705439480869,0.2680645367427462
kind,0.0008921889882338675,0.18157305496589293
hey,0.0014217628373040094,0.31559579794150483
hear,0.0015626106943402971,0.15770880511884566
mommy,0.0018841419901166644,0.32582328281651396
darling,0.0012433983777698718,0.2795100173332129
sure,0.0014344802716883217,0.41114020580059263
home,0.0021274340780157793,0.2423804965392795
hold,0.0007271387360312722,0.309902042956259
drink,0.0005095263322194417,0.13819733537509105
person,0.0013391426631382533,0.25215186051476624
leave,0.0019985437393188477,0.3148998835867802
hello,0.0010622498151418324,0.1933382579726184
into,0.0009625215788145323,0.26042236790584394
chair,0.0006717298970077977,0.23384473267973793
school,0.0007963007496249291,0.2263652986250465
door,0.0011334657669067384,0.2359270115673443
horse,0.001848236152103969,0.2506709430262577
stick,0.0016437484459443526,0.28088795601428906
ready,0.0010866114967747738,0.25761701585152585
cat,0.001497829661649816,0.18639013435584217
push,0.0017046895292070177,0.1928600827300042
might,0.0013405399190055,0.3317001162321065
thank_you,0.001326969928211636,0.14809775576899264
daddy,0.0025701274474461875,0.26210206463394736
keep,0.001298277843289259,0.3694363258895046
us,0.001356959342956543,0.31906692397578973
bring,0.0015503343413857853,0.26004717179992765
head,0.0013952185125911936,0.20202832304863716
next,0.0025192160864134093,0.23012411884762607
pretty,0.0017379428211011384,0.24063401313934063
still,0.0013709411025047303,0.27969136326270094
around,0.0021191222800148856,0.2873780491797636
finish,0.0007987147883365029,0.24386100022966783
dear,0.0006864964962005615,0.3670790804495663
table,0.0008666984962694572,0.2848096473740531
throw,0.0013518160895297402,0.28585762708670404
much,0.001725779800880246,0.19362393965888236
round,0.0020360705014821645,0.1605164165430215
hat,0.0006594149505390841,0.2221730693236671
break,0.0008720532059669495,0.22151944432531023
through,0.0012730587931240305,0.26301041107933965
many,0.0012510278645683737,0.21035123389265453
story,0.0009648687130696064,0.23673458505262668
bear,0.0018693563100453969,0.1925968947269927
by,0.0012404069304466248,0.3396857676740338
stop,0.0014550349651238858,0.23450097910026702
four,0.0006019157521864947,0.1982285042394729
yellow,0.0008850489343915667,0.22282109287979235
anything,0.001499758447919573,0.24081502184858705
foot,0.0012000453087591355,0.2590793476522971
pick,0.0014434529513847538,0.26292829935023987
pull,0.0013287177211359928,0.23866501423890107
buy,0.0015263353523455169,0.23140840647826644
lot,0.0009812695138594683,0.25811680318981367
only,0.0011758397265178402,0.3990406632354836
before,0.0009716666407055325,0.28178313802597144
top,0.0012679795424143474,0.24330870901819868
eye,0.0013591310916802823,0.19784663329758045
walk,0.001837467535948142,0.2568467383371944
move,0.0014330163980141664,0.3037513373264997
hair,0.0015859588196403102,0.2551753716479592
truck,0.0008340273584638323,0.22243862809255444
animal,0.0018044762751635384,0.2621189638247855
honey,0.001625974476337433,0.3939784886836333
after,0.0010494008660316468,0.21224777753818225
start,0.0015096494129725865,0.29447788185708135
fish,0.0016059279441833496,0.2881004046101865
hurt,0.0013974598475864955,0.20447540300663802
cup,0.0003161558083125523,0.18404366146502504
run,0.0015882163336782744,0.22391876901345387
milk,0.0006247982382774353,0.2351258043237331
mouth,0.0007757116586734087,0.17918356511141453
draw,0.0011893440695369944,0.19104106058595494
long,0.003034274320344667,0.21750848605766704
morning,0.001259600414949305,0.2516675803684675
last,0.0025231819599866867,0.2582766652796561
stay,0.002138453094582809,0.19144719323504433
our,0.0010102689266204834,0.2618142902017949
pig,0.0017976264158884685,0.2149486198409163
silly,0.001496063338385688,0.23712684482976565
wash,0.0010022502392530441,0.2465927573793144
five,0.0005683610516209756,0.18768733749965483
orange,0.0005016156605311803,0.24050669686766235
cow,0.0010119660480602368,0.2578619233269336
hi,0.0012841953171624078,0.12859360706959222
drive,0.0011393007110146916,0.18408510402060108
their,0.00212379348905463,0.23132767307539281
room,0.0012245509359571668,0.23353870757142525
tea,0.0006059762090444565,0.2825011291413013
night,0.0018772929906845093,0.22291638616988874
write,0.0009483193096361662,0.2171345518830088
sing,0.0010725779411120291,0.18463259260744092
bag,0.001369397891195197,0.2800098589143749
new,0.0022643208503723145,0.2934991481698358
must,0.001166536619788722,0.34221174825615
nose,0.0009108918053763254,0.28652417552638787
fit,0.002395799285487125,0.20537276979133468
egg,0.0012091523722598428,0.24165895934888404
hard,0.0019638669200059845,0.3755912021459983
ask,0.0014832288026809693,0.27565150143551875
shoe,0.00036200135946273804,0.24527055053021574
pardon,0.001314891709221734,0.24060654466083864
though,0.0006013396713468763,0.32570519163641287
food,0.0010794255791640862,0.25377195997061575
juice,0.0004265923653879473,0.2518281439673504
tree,0.0015052052644582896,0.342780901426491
bye,0.0011336390788738544,0.27002928660596925
floor,0.0009129745619637625,0.2852483182317862
close,0.001973007176373456,0.23628293019444713
clean,0.0012257916586739675,0.23806777485902886
stand,0.0017619103193283081,0.2993640297998762
wear,0.0008751105617832493,0.18671074273044574
outside,0.0016339041969992898,0.19780768214357258
paper,0.0007619361082712809,0.253712202375315
ride,0.0014637245072258844,0.24506271980176741
shop,0.0007440480026038917,0.23735231138048407
bird,0.001455058069790111,0.31766328132885757
sorry,0.0010352012438651843,0.30445450300867627
old,0.0020022730569581727,0.27106494804045156
together,0.0012178392637343634,0.2783916521913846
elephant,0.0016384346144539968,0.263881120288446
great,0.0013699720545512874,0.34918715568864045
job,0.0017784059047698975,0.36059856962985504
face,0.001205995276167586,0.2144027184613666
jump,0.0010096768538157145,0.18817274055402622
sound,0.001409327983856201,0.30595942627059114
noise,0.0021510814365587735,0.25379774560660184
uhoh,0.00180851124428414,0.25077058669361774
cut,0.0017703395140798467,0.29204055136594964
got_to,0.0011281205548180474,0.29633803942983994
feel,0.0016659100850423176,0.27824345869511424
letter,0.00036512355546693544,0.16085566700671816
apple,0.0006134203502110073,0.24519898307077026
doll,0.0013193726539611817,0.21079781243014561
number,0.0004104814108680276,0.19475750034541983
friend,0.0023652830639401,0.3053476898881017
yet,0.0011662068692120638,0.3760793318457083
cake,0.0008918557848249163,0.3079643335582045
guy,0.002729421708641983,0.3741382710364931
careful,0.0013461301966411312,0.2031137707428875
duck,0.002340544973100935,0.30814680120156934
hot,0.0012589897428240094,0.26943354283370125
inside,0.0013898117201668876,0.2771825488883677
bus,0.0009113430976867675,0.20693078528988273
catch,0.0019850872811816985,0.3191790846292385
never,0.0018250712981590857,0.3442656333498778
actual,0.00105127933863047,0.4703271337649618
later,0.0012393770991144953,0.30033977618481744
enough,0.0019349675429494756,0.31581982052657487
different,0.0010908742745717366,0.25752735166921903
page,0.0017377294245220366,0.3086661954250376
build,0.0017035856391444352,0.20644140713061587
fire,0.002354260753182804,0.18123174734397451
out_of,0.002065544469015939,0.2390048043607247
ooh,0.0011417567729949951,0.3766092483968585
matter,0.002161678595420642,0.3349143477155051
cry,0.0014133076918752569,0.4272650955643653
while,0.0019233854193436472,0.3240850045250998
stuff,0.002410493245938929,0.3194435096289253
under,0.0014783569744655064,0.3728321776611544
cookie,0.0006719247714893238,0.27396193800469115
tire,0.0020430605662496468,0.2966962749746124
hungry,0.0009472708444337588,0.1515340834330433
side,0.002052305675134426,0.2818546125060304
suppose,0.0019635909642928685,0.4317182584231798
finger,0.0015968772081228404,0.21113791538330928
chicken,0.0008221115821447128,0.31209695701769635
kiss,0.0015449069048229017,0.2965965414817219
game,0.0015636631420680456,0.23321535774809543
listen,0.0017350143507907265,0.33063060467403516
fix,0.0018962174654006958,0.42049484071403387
even,0.0012286392653860698,0.35554679467318273
poor,0.0013325433982046026,0.3808847056006519
same,0.0026390278661573255,0.32597674218713557
everything,0.0016553980462691363,0.43520458678054674
hide,0.002577817440032959,0.21680020863679728
somebody,0.001093035235124476,0.371701253846347
live,0.002099488720749364,0.16781136490989879
light,0.0020701255117143904,0.21033074237444072
than,0.0015647392119130781,0.25419062854537544
roll,0.0033974405881520863,0.30363470282229676
tape,0.0022061718137640703,0.2656296058482822
whoops,0.001147226283424779,0.26856966219349765
bite,0.0016361430287361145,0.34573233502393685
oops,0.0012118021647135417,0.3382363733328321
cold,0.0012159715680515066,0.23012239639428012
ever,0.0019257679963723207,0.31445956913589523
wee,0.002165741863704863,0.3750007649966861
happy,0.002848470211029053,0.3177731125552732
quick,0.0021727262316523373,0.2687658677004132
cheese,0.00035816099908616807,0.23390728083382417
lady,0.001680425027521645,0.29059139168059556
dress,0.0009893145826127795,0.2928746926850492
leg,0.001087709835597447,0.2565227160221928
ear,0.0011987212826223934,0.28126555635559636
pretend,0.0018292909318750555,0.3705540745892929
miss,0.002045107515234696,0.3315119810080157
mess,0.0019700385275341218,0.3128188221686664
yourself,0.0015333420351931924,0.19785641165120427
probable,0.0013777339780652845,0.29325858392447435
quite,0.0009987467044108623,0.36717362220827876
block,0.0015140304694304595,0.28461588819024264
fly,0.0018817509923662458,0.23162585388460066
flower,0.0013859632768129047,0.2770117096559448
yours,0.0024695934318914644,0.4416151764162324
gotta,0.0019213400389018812,0.3037577124611658
touch,0.0014393599260421027,0.2704653605109848
money,0.0012407716777589587,0.20807123120235926
pop,0.0023038693836757115,0.26263147093193484
yesterday,0.0014823135875520251,0.32899618973681855
breakfast,0.0007455144609723772,0.20454940267569965
farm,0.0011842864932435932,0.2400731032642326
place,0.0027654337328533794,0.46569837803299796
wonder,0.0024668731187519276,0.4492725725454233
white,0.0009403909955705915,0.3120180149353755
dinner,0.0006301026595266242,0.24210826592143053
lose,0.001994543454863808,0.35335738683206874
blow,0.0019556134939193726,0.24448429570790553
small,0.0016723397450569349,0.25046847578826936
bad,0.0010882705450057984,0.35066126009953036
week,0.0015025138854980469,0.2282597419875747
end,0.0017570671108033922,0.2797106633214196
word,0.0008869430957696376,0.30859917749952315
tooth,0.0024398348548195577,0.2768961456981449
plate,0.0004775401423959171,0.2739481478125595
bath,0.0014379693240654178,0.22702929120099336
care,0.0025532349944114687,0.4480728778798776
six,0.00035367608070373534,0.22596576621217113
window,0.001767943034300933,0.26232280014575127
lots_of,0.0011489697865077427,0.26233788380495804
until,0.0012995423497380437,0.2909300537987911
lunch,0.0011687520388010387,0.23821487106132533
favorite,0.0023495860216094224,0.19636548380277818
child,0.0016597757736841838,0.30345265386505416
monkey,0.0025127117450420675,0.353638329392301
bang,0.002115201305698704,0.2543402289331105
nothing,0.002962204126211313,0.4039159131514306
always,0.001443072727748326,0.5028869016056172
spoon,0.0006468023572649274,0.30858389179286516
party,0.0010422371529244087,0.2256910707234112
