,word,category,lexical_class,period0,period1,period2,period3,period4
0,bite,action_words,verbs,0.19875737971493176,0.23488473237463922,0.22814384883930605,0.21394735659871783,0.2743997591383317
1,blow,action_words,verbs,0.10671686225881179,0.16311653554439545,0.14610968693824752,0.13515714731599604,0.13823854034500463
2,break,action_words,verbs,0.13580618324058671,0.22246242256369442,0.20964241099934425,0.2173602291467515,0.17688595582589958
3,bring,action_words,verbs,0.23053526297649918,0.18197435055944053,0.18340871324214866,0.2030606803085123,0.1875781678211163
4,build,action_words,verbs,0.1395234823884333,0.13686219158449342,0.11440783111112458,0.12370908728667668,0.14641446862369775
5,bump,action_words,verbs,0.2160702332133247,0.18047857788555763,0.1930968414663392,0.15384067674832685,0.16131257744772093
6,buy,action_words,verbs,0.15737149774042122,0.1582999170264777,0.18161628352744238,0.20748473395194325,0.21765723624125574
7,carry,action_words,verbs,0.0953114614116423,0.11558675803244114,0.13460798974015883,0.13270516773419722,0.10471835409236305
8,catch,action_words,verbs,0.1728826633654535,0.18321079327998793,0.17231365591287612,0.21211869888665044,0.19501111677714755
9,chase,action_words,verbs,0.08506005147800726,0.14419549751494612,0.13256864337360158,0.13900837008700226,0.15209543242147475
10,clap,action_words,verbs,0.1788952762646408,0.18828009686299732,0.1460477528312514,0.0,0.11426269321569375
11,clean,action_words,verbs,0.19033280323658672,0.2283654343869005,0.22783355448733678,0.20884678257363185,0.19691398161846926
12,climb,action_words,verbs,0.17696800367963134,0.20697395881371838,0.18563159182667732,0.20093675023492644,0.15821132447351427
13,close,action_words,verbs,0.12300538110800764,0.1512419008923804,0.15003117235998312,0.14318646203194346,0.14874869168681257
14,cook,action_words,verbs,0.3594798537738183,0.3016490806426321,0.2918058897767748,0.34577702390296117,0.272521835149211
15,cover,action_words,verbs,0.11560065485537052,0.12133843895486172,0.13820426497841254,0.11507136273596968,0.11141130152870626
16,cry,action_words,verbs,0.19903780678834984,0.22637651386586102,0.21436290792895085,0.2516118956334663,0.1951473609677383
17,cut,action_words,verbs,0.13638279236414852,0.1664749812334776,0.1531921333516948,0.16648297365207007,0.14866385932135232
18,dance,action_words,verbs,0.22000489062790213,0.20921655281475096,0.1489899035011019,0.17487932427653244,0.20613216312930865
19,draw,action_words,verbs,0.13010123185813427,0.15250036207902612,0.1525272134691477,0.1526479215494224,0.11717855871788092
20,drive,action_words,verbs,0.18582617798272302,0.16152932368876302,0.16800002924033575,0.1640778015766825,0.13205051258432143
21,drop,action_words,verbs,0.11237730548506783,0.2197214265299194,0.20148673777778944,0.16533446103772698,0.14089629793805736
22,dry,action_words,verbs,0.23020991597856794,0.20087176759261638,0.23954748432151973,0.19762955967869078,0.24753790545989485
23,dump,action_words,verbs,0.18649311933134283,0.1810108290025682,0.19303303984377315,0.19294854982623033,0.17771187217107842
24,eat,action_words,verbs,0.31296216477366057,0.3153320167745863,0.30467584814344134,0.2777588972023555,0.2989382266998291
25,fall,action_words,verbs,0.16671975460999153,0.22280393811789426,0.17710540215334586,0.19631613876138415,0.16870731312562437
26,feed,action_words,verbs,0.1737909773098571,0.19938916922546923,0.18207275550812482,0.13824712211156592,0.16738111084765372
27,find,action_words,verbs,0.23065015487372875,0.2475587118868575,0.258113078560148,0.2038798045899187,0.13853090203234128
28,finish,action_words,verbs,0.09349477504763533,0.11924256220685714,0.10219073860595623,0.12519142776727676,0.11367752731722944
29,fit,action_words,verbs,0.16441424738502863,0.14470326601330077,0.15213798460635272,0.15517434321174567,0.12997472706689117
30,fix,action_words,verbs,0.1577081517316401,0.1850463197699615,0.1976925747529153,0.1795076104679278,0.1756010253858917
31,get,action_words,verbs,0.2841666062032023,0.314439553548308,0.2909550483410175,0.31896548450458795,0.309100653976202
32,give,action_words,verbs,0.2374798765575344,0.25615607539657503,0.2058888944486777,0.22094049835295387,0.25183597071604297
33,go,action_words,verbs,0.20219373478200928,0.24383508181199431,0.2087765574688092,0.21672084961425175,0.2487544238327011
34,hate,action_words,verbs,0.20023519906305498,0.13114833092207417,0.1853894711782535,0.18059383350191638,0.18000322038477118
35,have,action_words,verbs,0.2677319065639467,0.3010294126166451,0.24086053251768602,0.24331066699232906,0.30184485627846286
36,hear,action_words,verbs,0.24324288625608792,0.2685103744268417,0.25391610383110885,0.29296223340289934,0.23431673028639385
37,help,action_words,verbs,0.14666429983780666,0.1277247867820894,0.1312121222144924,0.1660747155547142,0.17638148071573062
38,hide,action_words,verbs,0.15687422542011037,0.17066426180741368,0.130502627347596,0.1416377852005618,0.12796696130295887
39,hit,action_words,verbs,0.17972225125413388,0.19859482877654955,0.18231900533040366,0.1622448504503284,0.21108969585860476
40,hold,action_words,verbs,0.23263788676510255,0.19001387911574805,0.19355711148995342,0.21188130815114295,0.19472640955022402
41,hug,action_words,verbs,0.21422212474951238,0.23252087051514536,0.2169808296021074,0.2412130847911943,0.2267502988829757
42,hurry,action_words,verbs,0.15034776064567268,0.17506280834121363,0.2405001499479817,0.17321313594413154,0.15418928138473453
43,jump,action_words,verbs,0.1735617964258117,0.18836261699085727,0.2122433269944261,0.17886739266770227,0.17217470495961607
44,kick,action_words,verbs,0.1395255752528707,0.17012587934732437,0.13699783867923543,0.1672794340068803,0.13823785659457957
45,kiss,action_words,verbs,0.22471808036789298,0.22943577216938138,0.20964829434430407,0.23401439376175404,0.22843336263163525
46,knock,action_words,verbs,0.19945946155950942,0.18668619843254633,0.17792748024358468,0.14891762182648693,0.17642432722178372
47,lick,action_words,verbs,0.25566042703576386,0.27962144929915667,0.26536395647289124,0.25232500210404396,0.2628287951328925
48,like,action_words,verbs,0.3171544298529625,0.2865835507400334,0.2876215217402205,0.2930328017100692,0.2664010255214046
49,listen,action_words,verbs,0.2606934368610382,0.20377725455909967,0.2106860495846847,0.21015403015272957,0.23153907696113868
50,look,action_words,verbs,0.18862857791627274,0.20877423998899758,0.19951328864941995,0.22125797274131928,0.1902769590417544
51,love,action_words,verbs,0.2170726065674136,0.20971876151408209,0.25738810890299435,0.2591196605935693,0.20073517377022654
52,make,action_words,verbs,0.18650904833339155,0.2294357886933016,0.1978623351897113,0.19117373023783008,0.2544479156460832
53,open,action_words,verbs,0.14947870658767043,0.16035626184727464,0.1555338711477816,0.16240027862967868,0.16979124731219866
54,paint,action_words,verbs,0.1390609911759384,0.17210120611957141,0.1668128857219761,0.18438500897692783,0.18887630573340825
55,pick,action_words,verbs,0.16179678295597885,0.2115734658070973,0.175460902296684,0.19690872601100376,0.19462140428368002
56,play,action_words,verbs,0.17895248078275472,0.2062639182104784,0.18903519015978365,0.17044835527028357,0.1886792237471257
57,pour,action_words,verbs,0.1894667772293994,0.1954704107826247,0.16863196523627266,0.17549375045512403,0.1886197923549584
58,pretend,action_words,verbs,0.15285146007580416,0.17272423180368016,0.19752451751766534,0.17340275272727013,0.18191461180172422
59,pull,action_words,verbs,0.20742556814323454,0.27050005229456087,0.26388841978041455,0.2655959915901933,0.1762315697968006
60,push,action_words,verbs,0.20900474674999714,0.21936117064739977,0.1876071344948176,0.21396403722465038,0.1777081597596407
61,put,action_words,verbs,0.2230551443336641,0.253084982471431,0.24635522672906518,0.22301762157252858,0.18705831726214717
62,read,action_words,verbs,0.17449938615455346,0.19067552105656693,0.2002642007325502,0.18666615350438015,0.20922629321541855
63,ride,action_words,verbs,0.2302801092977033,0.24940403989132712,0.2697105097983565,0.21143848523497583,0.1935510691255331
64,rip,action_words,verbs,0.1719645835233457,0.2250583526279245,0.2649674271543821,0.19157303617719343,0.2371167180793626
65,run,action_words,verbs,0.1479501690183367,0.14503333025744983,0.16919068656861783,0.1709937949797937,0.13179049492977998
66,say,action_words,verbs,0.15569671466946602,0.17532849084818736,0.2379073640613845,0.23584012675189203,0.2003515793405699
67,see,action_words,verbs,0.3207843757925495,0.31669391036936734,0.2820455093275417,0.3385236985755689,0.27861347027561245
68,shake,action_words,verbs,0.15567654301412404,0.10621823003406033,0.1615285792213399,0.20441044379463968,0.13105676057083265
69,share,action_words,verbs,0.09074289255565213,0.09728088273721583,0.11101723270257935,0.08714552742118636,0.0909934771959396
70,show,action_words,verbs,0.17065792554058135,0.13404582153473582,0.13942653555987458,0.17000730016401835,0.1614309408786622
71,sing,action_words,verbs,0.240525834983395,0.23586777863757952,0.23105662083253264,0.21613030465585845,0.23167984826224192
72,sit,action_words,verbs,0.24987114779651165,0.26421291530132296,0.22768159131660606,0.21444543153047563,0.22659685681847966
73,skate,action_words,verbs,0.1600520634757621,0.12685646598829942,0.1264443029923474,0.09207780215450946,0.12054778874984809
74,sleep,action_words,verbs,0.21226903502688263,0.2386848858612425,0.22887789576568388,0.20422817292787573,0.2087709490742002
75,smile,action_words,verbs,0.18938325560683833,0.2628638610018022,0.18314106263877714,0.20829023385886103,0.20169324931852958
76,spill,action_words,verbs,0.09647232572068319,0.10976683052585405,0.1254770868147413,0.15278661228490598,0.11699106453863137
77,splash,action_words,verbs,0.20104969449100957,0.1612742123851443,0.1474905211259337,0.1401960089638391,0.15167880030066677
78,stand,action_words,verbs,0.1717627167920856,0.19208346126335007,0.15330383786931634,0.14574449180680163,0.17135734369180033
79,stay,action_words,verbs,0.15420734387589619,0.22450627305079252,0.16913802188731009,0.17714987277533067,0.17127201815738397
80,stop,action_words,verbs,0.16653169563505799,0.15931599265472454,0.18370111094897285,0.1675268672115635,0.18135788415869078
81,sweep,action_words,verbs,0.09316025877042729,0.08837390531386648,0.1402305095371875,0.09684352962566274,0.08291259748595102
82,swim,action_words,verbs,0.19079310500196048,0.24240216831011432,0.2024480034464172,0.16465109469635145,0.17119906140225274
83,take,action_words,verbs,0.2039415491462657,0.2549507854240281,0.21953174183991822,0.22124588382289265,0.23525306940868948
84,talk,action_words,verbs,0.24735946998451697,0.2306189967053277,0.22362823301227763,0.271440627425909,0.23713987673233664
85,taste,action_words,verbs,0.2034600435784369,0.250290154315093,0.252878648283727,0.22864018632646868,0.25079587793775965
86,tear,action_words,verbs,0.12722981382500043,0.17163093122379744,0.22356134764850139,0.18284462008159608,0.18563549731458936
