,word,category,lexical_class,period0,period1,period2,period3,period4
72,sit,action_words,verbs,0.2412881374963232,0.2712056625347871,0.22492973614288003,0.2061568454373628,0.2286582398963602
73,skate,action_words,verbs,0.162111007142812,0.12374732213524672,0.1277779994580226,0.09359114901680085,0.12001855061389506
74,sleep,action_words,verbs,0.20660576361574626,0.2279713406967811,0.22729795352604829,0.20665722720038432,0.20035701394081115
75,smile,action_words,verbs,0.18529153228155337,0.24810789692166604,0.1880624432018713,0.2075935983778657,0.19334281809054887
76,spill,action_words,verbs,0.0916602293053936,0.11020848135917614,0.12302461921104363,0.15571209123811205,0.11070100096269296
77,splash,action_words,verbs,0.19229812494346074,0.159655295631015,0.14198751002550125,0.13897278955062994,0.14647832694218346
78,stand,action_words,verbs,0.17008672129267302,0.1786435855886875,0.15051448627098188,0.15237756436451888,0.17006116038045058
79,stay,action_words,verbs,0.16099240726514444,0.22088518225260684,0.17544225862042773,0.17575448427937532,0.1729269618025193
80,stop,action_words,verbs,0.1617014006384321,0.15455725725348057,0.18068398501819524,0.1643352875788067,0.17502720840275288
81,sweep,action_words,verbs,0.09022696731755367,0.08657048174645751,0.13871672165554924,0.0969857461983338,0.08447126152459532
82,swim,action_words,verbs,0.1857300096191466,0.22139454614371062,0.19348280583150113,0.16259557502344252,0.17753701587207615
83,take,action_words,verbs,0.19028927851468325,0.249358375198566,0.2171243957096809,0.21460332716570088,0.213589533534203
84,talk,action_words,verbs,0.2537911710770507,0.24339062124490737,0.21895098691252438,0.260206560138613,0.23280723124044017
85,taste,action_words,verbs,0.19996520043595842,0.24852523761682022,0.25160613073370397,0.24191584409429476,0.24655106902504578
86,tear,action_words,verbs,0.1314268057283602,0.1616275692358613,0.2214443378150463,0.17470011558081652,0.18570911064743995
87,think,action_words,verbs,0.3746469944524459,0.35799492336809635,0.36732627471556534,0.3344037067145109,0.37139561337729293
88,throw,action_words,verbs,0.20533509471931974,0.21687574866108406,0.17173048766220317,0.1893067151075229,0.21282913945615292
89,tickle,action_words,verbs,0.2199465787873186,0.20833821147680281,0.20728903173192129,0.1897127298781505,0.19823703160509468
90,touch,action_words,verbs,0.16840636387870117,0.1437072073109448,0.15575454642789233,0.14907604916707465,0.16185179562904897
91,wait,action_words,verbs,0.21788708251473066,0.2267811076922549,0.21171358434690368,0.2371504690963775,0.22023687364631578
92,wake,action_words,verbs,0.13195849464912163,0.15594310886584795,0.15144887183969086,0.1393966806586832,0.1398214323875996
93,walk,action_words,verbs,0.16727832007484558,0.22108178841881454,0.18495223002556044,0.17821419290266932,0.1620741395867969
94,wash,action_words,verbs,0.2587091748913129,0.28380381101742386,0.2654685130538909,0.26659179693087937,0.23333892789788735
95,wipe,action_words,verbs,0.16487436544977957,0.1652585672071347,0.19000223087700638,0.1861954524181783,0.15806584913516417
96,wish,action_words,verbs,0.19712292541487095,0.20912911603227258,0.12700225310161328,0.1413368966896087,0.19001734117045999
97,write,action_words,verbs,0.15817691572010517,0.14742646389640868,0.16130204182118177,0.1540492843138054,0.14809056129306555
98,alligator,animals,nouns,0.19707744508176236,0.20576098566321102,0.23958611578887534,0.15202536769211292,0.0
99,animal,animals,nouns,0.1467679164941526,0.23139678574118175,0.19958575339987875,0.21651065722107887,0.20033466524611682
100,ant,animals,nouns,0.19791456636573587,0.17803492671565005,0.13888002200983465,0.18523905440591848,0.1570435988863832
101,bear,animals,nouns,0.1971287584811863,0.1738764688274578,0.20163742577036223,0.13038595689412874,0.12638810835778713
102,bee,animals,nouns,0.14886722790406032,0.20762221181863233,0.15249409481214407,0.10296685394604464,0.15459687495604157
103,bird,animals,nouns,0.3562263130922528,0.3448644493706524,0.2619331443730073,0.25221380698852813,0.2622112508275007
104,bug,animals,nouns,0.1122483017621562,0.22845397622157365,0.14790228808200673,0.17360528460458705,0.18454723824293184
105,bunny,animals,nouns,0.31568662502935957,0.3352028892228478,0.2448809322070431,0.2942181218947683,0.2321695901551529
106,butterfly,animals,nouns,0.0,0.0,0.0,0.0,0.0
107,cat,animals,nouns,0.3573600931359189,0.3318473788408133,0.29616912860327804,0.22759698761197236,0.21593046443242775
108,chicken,animals,nouns,0.26067817295816814,0.2637323246170313,0.3684744499158114,0.385029112175107,0.4072150634601712
109,cow,animals,nouns,0.30027766794794136,0.2864011822220607,0.29052144349426834,0.3024306495397075,0.22769485774617165
110,deer,animals,nouns,0.08264739997684956,0.25500765182077884,0.1563951605465263,0.1009608177611461,0.1769360631990891
111,dog,animals,nouns,0.27563593526267344,0.32754329572885466,0.2675257907123179,0.30767358878725454,0.2606837916138925
112,donkey,animals,nouns,0.23689456236149584,0.259209837205708,0.20619984555782545,0.1686004927381873,0.1678286952948248
113,duck,animals,nouns,0.22182803168087392,0.28227761105911153,0.21934290091769817,0.2221098097695692,0.18411663298805556
114,elephant,animals,nouns,0.27591287065297365,0.2985971363261342,0.2335665616660546,0.275732949996988,0.24387902645394205
115,fish,animals,nouns,0.17161930161283204,0.1708621111622936,0.2285603046990358,0.2308799166025387,0.2795808750204742
116,frog,animals,nouns,0.21968414815408843,0.3095303009215154,0.31076430920989084,0.250665037582318,0.21236141929402946
117,giraffe,animals,nouns,0.2787876572898206,0.3276964565990744,0.2928692610600056,0.1265238720319561,0.23414222454946293
118,goose,animals,nouns,0.18011148322013118,0.27809430492159565,0.1756174433731327,0.11201811954379082,0.24161290127391877
119,hen,animals,nouns,0.23613740247674286,0.23617799236978354,0.17697786599164828,0.1913340362982872,0.2030248603759668
120,horse,animals,nouns,0.22862247397770752,0.2984144002199173,0.24827036830700105,0.2336141554173082,0.19405228300736502
121,kitty,animals,nouns,0.23097430318593978,0.25082099495025784,0.1583644700003788,0.1422503245039246,0.15626515325550971
122,lamb,animals,nouns,0.2507151478732174,0.25162927798826146,0.16568713219693074,0.20221529177256992,0.3479348641820252
123,lion,animals,nouns,0.20166325115133077,0.2641910896752961,0.19983307383238122,0.1983234319272206,0.23750949194893622
124,monkey,animals,nouns,0.25882046959466404,0.30401970541630036,0.254959007166326,0.2023684979220362,0.2931927479803562
125,moose,animals,nouns,0.20774384407383023,0.15349001351457375,0.15169875846347874,0.0,0.0
126,mouse,animals,nouns,0.15790672129286187,0.15088078594551638,0.1877631276241831,0.19079013737408737,0.15721391762296358
127,owl,animals,nouns,0.319983046262392,0.26711933751051364,0.14962589067872614,0.26581364757332365,0.15380223266976445
128,penguin,animals,nouns,0.2124164602295919,0.33591432398871374,0.18744255368335125,0.0964508602861315,0.0
129,pig,animals,nouns,0.25792573808899355,0.29466227337937145,0.245087968234561,0.2318432918308597,0.25044790218369317
130,pony,animals,nouns,0.19920558307100744,0.1508596039687594,0.18665272783901957,0.16394275640088476,0.0
131,puppy,animals,nouns,0.30014615197266853,0.3206211301547132,0.2590598355875247,0.21404876585842836,0.20055513340048492
132,rooster,animals,nouns,0.276032920810394,0.2503698656433507,0.21755483506713064,0.0856915527721867,0.0
133,sheep,animals,nouns,0.2504132737716039,0.1874677750810578,0.10497413711765638,0.23488506733306816,0.23718110052868724
134,squirrel,animals,nouns,0.3045614508705007,0.2627718214337763,0.2727625180895512,0.2510188905856548,0.1838694765495184
135,teddybear,animals,nouns,0.0,0.0,0.0,0.0,0.0
136,tiger,animals,nouns,0.2859002738385587,0.2792045925743878,0.22119382453652528,0.2120879803245005,0.29497705921530726
137,turkey,animals,nouns,0.12278184952104793,0.22725220557111195,0.29860991831773365,0.18694258509203793,0.34655265491455794
138,turtle,animals,nouns,0.2357973016074134,0.24154656026989985,0.20869424069921175,0.20969051701595653,0.19285110333884084
139,wolf,animals,nouns,0.1537872575223446,0.20090484207398013,0.2068332096914182,0.16261829888901194,0.1940891251801268
140,zebra,animals,nouns,0.23425449741383395,0.2091187628917396,0.25086304663705666,0.07127687540382911,0.0
141,ankle,body_parts,nouns,0.0,0.0,0.0,0.0,0.2518064188173948
142,arm,body_parts,nouns,0.21701263926095432,0.21609043969939917,0.27157762493842685,0.25086185727268456,0.18764996267855166
143,belly_button,body_parts,nouns,0.0,0.0,0.0,0.0,0.0
144,buttocks,body_parts,nouns,0.0,0.0,0.0,0.0,0.0
145,cheek,body_parts,nouns,0.1944419066562797,0.24224757383528508,0.1712407523437458,0.21191067738752617,0.22548487328757078
146,chin,body_parts,nouns,0.1981567902998491,0.28067562789530365,0.24091803101136497,0.19119276779775435,0.270048726448103
147,ear,body_parts,nouns,0.2483775724430342,0.24209291867446153,0.2574099468998611,0.2699614027515054,0.2789431786498962
148,eye,body_parts,nouns,0.20017823497099535,0.19889928139746188,0.2187073779029724,0.1879041616804898,0.19863752514505997
149,face,body_parts,nouns,0.13712207202774448,0.16141403568908572,0.15580443258544333,0.15021587032824754,0.17738267683830017
150,finger,body_parts,nouns,0.2414653526472026,0.24265282610431313,0.28008826016574295,0.26263474225997924,0.22111412547528744
151,foot,body_parts,nouns,0.16090378037800915,0.17920533595606686,0.2019222888507341,0.15352472285740076,0.2065489758283664
152,hair,body_parts,nouns,0.24855825853430563,0.2665539939577381,0.26992149408906696,0.25615687351673844,0.2677212806466298
153,hand,body_parts,nouns,0.2310710279032206,0.2307578674875773,0.23114989637523084,0.2177429934963584,0.22657367004415926
154,head,body_parts,nouns,0.14677126773379065,0.16551842177525544,0.15721016144379973,0.1679533860180527,0.1591089570429176
155,knee,body_parts,nouns,0.18109406415811358,0.20948957419022918,0.307237206492573,0.20008495189249514,0.2016906805569306
156,leg,body_parts,nouns,0.2602963271374638,0.2385780519973009,0.2681335956813433,0.2247231354471296,0.23428455665707587
157,lips,body_parts,nouns,0.0,0.0,0.0,0.0,0.0
158,mouth,body_parts,nouns,0.20811373258057314,0.2537142135668546,0.24020304559515074,0.2572051150258631,0.25706118120788
159,nose,body_parts,nouns,0.28240237871391904,0.2902685026518809,0.3002258216962218,0.29403924141079185,0.2774072341047801
160,owie,body_parts,nouns,0.29512124359607694,0.24444513022899628,0.22196659200957844,0.0,0.0
161,penis,body_parts,nouns,0.0,0.0,0.0,0.26689478480502177,0.0
162,shoulder,body_parts,nouns,0.15192198813767047,0.20972765571413896,0.24018186875260794,0.12743273335509003,0.2533845352008939
163,toe,body_parts,nouns,0.23077228241082695,0.24846586499076623,0.22553082746453584,0.2181217369157821,0.23050555749199328
164,tongue,body_parts,nouns,0.21766286695728432,0.2656451746037132,0.22553060068748892,0.2254090006928891,0.24639441722478622
165,tooth,body_parts,nouns,0.1775581064220104,0.20929577812934533,0.23174271266907454,0.17838800436741598,0.2458030151633116
166,tummy,body_parts,nouns,0.26431933258261,0.2734149275599299,0.2787818547545208,0.22786444630951452,0.24796659783705285
167,vagina,body_parts,nouns,0.0,0.0,0.0,0.0,0.0
168,beads,clothing,nouns,0.0,0.0,0.0,0.0,0.0
169,belt,clothing,nouns,0.18545384486080022,0.19210552726242994,0.20115921356611782,0.17726751416921616,0.14226739162481145
170,bib,clothing,nouns,0.1833616546713389,0.230133957154042,0.188484753881182,0.0,0.0
171,boots,clothing,nouns,0.0,0.0,0.0,0.0,0.0
172,button,clothing,nouns,0.1768888536308493,0.16526431064957228,0.17595320596898856,0.1643012038897723,0.1683117593638599
173,coat,clothing,nouns,0.2995753727249197,0.34127825929930333,0.2662935703037641,0.31029973048716786,0.28598608132451775
174,diaper,clothing,nouns,0.2109516866897282,0.27612515646768243,0.22150666558661977,0.23979558341969281,0.21104481583461165
175,dress,clothing,nouns,0.23822680870071053,0.325619841631698,0.31776479490769977,0.2358327521942556,0.22075582187818854
176,gloves,clothing,nouns,0.0,0.0,0.0,0.0,0.0
177,hat,clothing,nouns,0.28351308228938205,0.2998542984947562,0.27280990013645756,0.29029083643108605,0.2684346590142109
178,jacket,clothing,nouns,0.3649112486686462,0.3301067166030407,0.31172448444442874,0.33778979554772376,0.3139794995196355
179,jeans,clothing,nouns,0.3312059251161722,0.0,0.0,0.0,0.0
180,mittens,clothing,nouns,0.0,0.0,0.0,0.0,0.0
181,necklace,clothing,nouns,0.22821093006341747,0.27300602570176125,0.20430672949028983,0.20967543521561685,0.08997553360421916
182,pajamas,clothing,nouns,0.2749202126931203,0.3225007051062819,0.26164861121334326,0.2954899076372385,0.24233483229028552
183,pants,clothing,nouns,0.304847504848089,0.36761301135023433,0.292904308921582,0.332001914198582,0.31227697860449555
184,scarf,clothing,nouns,0.28929830065795353,0.35202904359290477,0.0,0.15492652342654764,0.28642471893690524
185,shirt,clothing,nouns,0.3059294742066413,0.36573346845201543,0.33187950937411725,0.3472816351801157,0.32412518532230306
186,shoe,clothing,nouns,0.2942567304833918,0.31633612532646227,0.2888672557205726,0.3080774279311299,0.28823464618762956
187,shorts,clothing,nouns,0.24918640502728523,0.270830731335524,0.183281756650943,0.27072714604437353,0.0
188,slipper,clothing,nouns,0.2504626155683869,0.2650640880068143,0.24602791059174037,0.2159507488593077,0.22199411002489236
189,sneaker,clothing,nouns,0.1578520677101455,0.24541882339965654,0.19344197201395505,0.22999444510787725,0.186276404093951
190,snowsuit,clothing,nouns,0.0,0.0,0.0,0.0,0.0
191,sock,clothing,nouns,0.3240121265775279,0.3308183683180495,0.2731266478566747,0.31185531094670293,0.3107666961657695
192,sweater,clothing,nouns,0.33536285161972046,0.34560355803880255,0.33094206758034533,0.31302309838625103,0.28800385708037096
193,tights,clothing,nouns,0.0,0.0,0.0,0.0,0.0
194,underpants,clothing,nouns,0.0,0.0,0.0,0.0,0.0
195,zipper,clothing,nouns,0.20711827503912378,0.0,0.0,0.0,0.0
196,and,connecting_words,function_words,0.0,0.0,0.0,0.0,0.0
197,because,connecting_words,function_words,0.2714364404479663,0.34591489247977736,0.3151344725718865,0.28165317542458834,0.3530402125583755
198,but,connecting_words,function_words,0.35730266246276027,0.38260198682546614,0.3274018519963974,0.3083353290284002,0.321648692222018
199,if,connecting_words,function_words,0.37474303920235896,0.35618603471666577,0.3766065707637204,0.38482461207442814,0.4054821668878982
200,so,connecting_words,function_words,0.3564801814965904,0.3399856806947635,0.3829328748019966,0.36757007895997074,0.34250790770683026
201,then,connecting_words,function_words,0.28468411827557966,0.3382784010044166,0.32709311693906784,0.2821868741602609,0.3664634661639438
202,all_gone,descriptive_words,adjectives,0.0,0.0,0.0,0.0,0.0
203,asleep,descriptive_words,adjectives,0.16504491684544417,0.17630543209318267,0.19780328177297726,0.18396955693606287,0.19027298507400048
204,awake,descriptive_words,adjectives,0.15196912209629207,0.13646907855290918,0.15128728274542552,0.153344954457134,0.18860066990907254
205,bad,descriptive_words,adjectives,0.24304817043043472,0.19875018470562422,0.24217066201871554,0.22959661659681135,0.28633964796991723
206,better,descriptive_words,adjectives,0.0,0.0,0.0,0.0,0.0
207,big,descriptive_words,adjectives,0.21842744816659074,0.1804638086377006,0.2125558964908123,0.2449794997062002,0.19212482990445318
208,black,descriptive_words,adjectives,0.23779200283544405,0.24575718217774442,0.26096846870122814,0.23663888573646547,0.19640844783339745
209,blue,descriptive_words,adjectives,0.30080659413023997,0.33504247881079974,0.32423141346992673,0.2687609830441383,0.2595196979120374
210,broken,descriptive_words,adjectives,0.0,0.0,0.0,0.0,0.0
211,brown,descriptive_words,adjectives,0.27572907096682453,0.30565739342489756,0.31681533037005244,0.286338848563341,0.22379458423417348
212,careful,descriptive_words,adjectives,0.14649738683639205,0.12624289297631808,0.13480617416401705,0.14080709503277353,0.17666373344568106
213,cold,descriptive_words,adjectives,0.23295162814228157,0.22926415789585847,0.2526549780741334,0.2588257202388425,0.255434480269213
214,cute,descriptive_words,adjectives,0.285511009294439,0.26590014807879925,0.31235842251529294,0.2999093790312071,0.238913814880346
215,dark,descriptive_words,adjectives,0.13336333862848973,0.2165655326575805,0.20643349476158618,0.16799529025760981,0.1868248637765646
216,dirty,descriptive_words,adjectives,0.19545646541212736,0.22855588383017442,0.24558205044630801,0.20253727996819898,0.24211723828002027
217,empty,descriptive_words,adjectives,0.15223527470460305,0.1751630633878402,0.1618656702829819,0.16421077132989198,0.14285543742470252
218,fast,descriptive_words,adjectives,0.15757125929782265,0.1479743060655892,0.14557416858151556,0.1792106234321469,0.1436175668042981
219,fine,descriptive_words,adjectives,0.11876437465023053,0.11019390148039047,0.10526467465928623,0.09175140110235061,0.15086556870389628
220,first,descriptive_words,adjectives,0.14173103016065924,0.1562377750977046,0.16564388158065932,0.12879572014667487,0.17734734487493295
221,full,descriptive_words,adjectives,0.11279671483144567,0.11094517175640378,0.1254296637507099,0.11697259768843651,0.09331167600042112
222,gentle,descriptive_words,adjectives,0.1447511935223113,0.11530048419267704,0.1907373984845785,0.17511949269101024,0.1569641783642463
223,good,descriptive_words,adjectives,0.32733628467509623,0.2859470024704933,0.32579608054624665,0.2924066119206448,0.31876859129280655
224,green,descriptive_words,adjectives,0.21266248951164576,0.23510714831787186,0.23340011682165296,0.18554485286585987,0.22657377301500395
225,happy,descriptive_words,adjectives,0.23839284919409287,0.21297338721342385,0.25798749675353366,0.21106880912557244,0.16653481787070631
226,hard,descriptive_words,adjectives,0.17210166424942705,0.1903343631885946,0.18374773512522763,0.19741830582681455,0.19264462345132702
227,heavy,descriptive_words,adjectives,0.1527921020363768,0.13179844235246246,0.14989950916626388,0.13164735886339957,0.1437566667699661
228,high,descriptive_words,adjectives,0.12201057568094448,0.10527744609862566,0.12116793820109123,0.12101506346311325,0.10090868254192173
229,hot,descriptive_words,adjectives,0.2075358470411677,0.22759964909308997,0.17781236667085337,0.2088110405856218,0.19825310145433134
230,hungry,descriptive_words,adjectives,0.16241081909754793,0.17941895911935718,0.19088078155699703,0.15026817824213934,0.14087210055918264
231,hurt,descriptive_words,adjectives,0.15901433434840795,0.16499382954759476,0.18592218785105566,0.14240774801000952,0.17164287185296417
232,last,descriptive_words,adjectives,0.19738155740656352,0.18703251489653036,0.20959414089194092,0.20355257224291562,0.18785872247535734
233,little,descriptive_words,adjectives,0.25558053526808233,0.23516820115702494,0.22854973499973616,0.22363668783671325,0.24720011475319797
234,long,descriptive_words,adjectives,0.14298842288553715,0.1461192532064947,0.15707042552530764,0.16541045384579584,0.1630003198217123
235,loud,descriptive_words,adjectives,0.23762797552979353,0.212821941904258,0.21654594044845837,0.21809372957795858,0.2177026047371328
236,mad,descriptive_words,adjectives,0.26120400307951747,0.2727377124522862,0.2535688145136511,0.29611026724943745,0.2190547433681786
237,naughty,descriptive_words,adjectives,0.20362088390226876,0.18877920154959726,0.18016542818848835,0.206998912869273,0.17095789176068807
238,new,descriptive_words,adjectives,0.12266903870591991,0.09535149678301352,0.1286055452718928,0.10779216128568618,0.0868153076275791
239,nice,descriptive_words,adjectives,0.3192165436016189,0.33570441805447143,0.33586734825292147,0.30018897551824064,0.2810082466819802
240,noisy,descriptive_words,adjectives,0.0,0.0,0.0,0.0,0.0
241,old,descriptive_words,adjectives,0.15714380225619753,0.15203239381509392,0.14682089547730154,0.17479263535259584,0.19203910897485912
242,poor,descriptive_words,adjectives,0.087213384360075,0.09144121605075067,0.09429158597580485,0.09402985505473155,0.08343849023804069
243,pretty,descriptive_words,adjectives,0.26272033154964447,0.30889917346271306,0.31482561234686823,0.32687097663680714,0.31266924490531284
244,quiet,descriptive_words,adjectives,0.17691757579279296,0.1795180425620996,0.13850833112864117,0.17645843437797315,0.17142080094077086
245,red,descriptive_words,adjectives,0.273531235558422,0.31219320442225484,0.3027011132799089,0.2613191299140453,0.2673369344323874
246,sad,descriptive_words,adjectives,0.19702543650527257,0.2342441112567217,0.24532409757375717,0.24906958620014943,0.2365849224420694
