,word,category,lexical_class,period0,period1,period2,period3,period4,period5
0,bite,action_words,verbs,0.23758619338274,0.22836215421557426,0.23893166564404963,0.27305946856737134,0.23546909481287004,0.2755167454481125
1,blow,action_words,verbs,0.12550949041421214,0.15948571094001332,0.16538282433369508,0.15283352188766003,0.14918686743825674,0.16531409978866576
2,break,action_words,verbs,0.24333288132523498,0.22865728706121444,0.22855099582153818,0.24645188048481942,0.25958307772874833,0.23012763944764933
3,bring,action_words,verbs,0.32890914489204687,0.2499491514172405,0.3338278924735884,0.27441148840201396,0.283903271931669,0.25442396543920043
4,build,action_words,verbs,0.15964542531097928,0.1572063814383,0.1503806409239769,0.14457406057044864,0.16970993600785733,0.16236124619841574
5,bump,action_words,verbs,0.19996403871725002,0.1955251106992364,0.2333424582105616,0.21683375351130962,0.17502053687348962,0.22049745544791222
6,buy,action_words,verbs,0.28601654708385466,0.2475990733752648,0.2325698161870241,0.2678410252928734,0.2679539754986763,0.23187477722764016
7,carry,action_words,verbs,0.2194915321469307,0.17827650640780726,0.16998304232954978,0.16975138917565347,0.21302668869495392,0.21156049852392503
8,catch,action_words,verbs,0.1965046675503254,0.19256202824413776,0.18474984463925162,0.2295068417276655,0.20509880155324936,0.22269133230050406
9,chase,action_words,verbs,0.19577191531658172,0.19792339354753494,0.1559105248004198,0.18718201359329018,0.17099164985120296,0.15909420569305835
10,clap,action_words,verbs,0.2005337916004161,0.19870481973824403,0.23593269742053488,0.18778149265310037,0.15621088931094046,0.12829747460782528
11,clean,action_words,verbs,0.28499638227125007,0.2557582914208372,0.26636349425340694,0.24742226392030717,0.23442588075995446,0.24240153193473815
12,climb,action_words,verbs,0.2570981997251511,0.23344646394252777,0.18736424908041954,0.26058575759331387,0.19525315806269647,0.25432907983971137
13,close,action_words,verbs,0.14332172520458697,0.1747006008711954,0.17972647802283367,0.1552097573876381,0.15939002968370913,0.15691521445599696
14,cook,action_words,verbs,0.36624604389071463,0.3529187080264091,0.35690132915973666,0.30318961463868616,0.36931272365152834,0.35137592752774555
15,cover,action_words,verbs,0.15463369973003865,0.15769334494446716,0.14010999142192304,0.1224612883105874,0.14425352588295937,0.17016136553138494
16,cry,action_words,verbs,0.2469556932337582,0.24048174172639847,0.2397339674220844,0.2854572126398916,0.3014692360162735,0.26248142190954904
17,cut,action_words,verbs,0.21685496240854263,0.16939486518502236,0.23735956996679305,0.19223076581954956,0.2044433081150055,0.2054842720925808
18,dance,action_words,verbs,0.20185697735065505,0.22832196967845614,0.2240014926570913,0.28813678041721386,0.23836844749748706,0.22408064260430957
19,draw,action_words,verbs,0.18972731592214626,0.16151605154542872,0.19473496466875076,0.18305821366608144,0.17161590620875358,0.19062282681465148
20,drive,action_words,verbs,0.18654894813895226,0.15807292464634645,0.1743574474627773,0.1544527125855287,0.15952131375670434,0.19367477929462557
21,drop,action_words,verbs,0.2015151543461758,0.197444851975888,0.1576718807220459,0.19638639843091368,0.18469022780967256,0.1769333951499151
22,dry,action_words,verbs,0.23243029057979583,0.25303088694810866,0.2708476632833481,0.3139118632674217,0.2603877350687981,0.2526146561528246
23,dump,action_words,verbs,0.24840831477195024,0.2239811524748802,0.2565311789512634,0.20692927530035377,0.20763806521892547,0.24741345170574883
