,word,category,lexical_class,period0,period1,period2,period3,period4,period5
0,bite,action_words,13,0.17891517438386617,0.27805892417305395,0.20970263018419869,0.2408292450838619,0.2137590971775353,0.2386000094935298
1,blow,action_words,29,0.10859420103952289,0.12496115081012249,0.14003656525164843,0.1420464487746358,0.13517826106399297,0.12160715227946639
2,break,action_words,75,0.23398103239014745,0.23146877789662945,0.26940760367056904,0.2348007182125002,0.26658893455015986,0.22992194836076937
3,bring,action_words,11,0.28983692470937966,0.23010475451455398,0.27460728036729914,0.27335710655897855,0.24336079116910697,0.23275493164546787
4,build,action_words,12,0.21032746959673732,0.1847683881458483,0.16141316960565746,0.1738035434857011,0.1733397841943722,0.1423768716864288
5,bump,action_words,8,0.2266573959754573,0.22733583860099316,0.22764214836061,0.20918941573779049,0.21965430211275816,0.16095922534403048
6,buy,action_words,6,0.19282464246804776,0.2694087475538254,0.2325817804564448,0.2548336206935346,0.2945214184001088,0.27631856240332126
7,carry,action_words,41,0.159504887206774,0.16509928573903285,0.17662304267287254,0.205239088088274,0.1253276104107499,0.19475587633879562
8,catch,action_words,39,0.19148322194814682,0.22340190607835264,0.1815136032178998,0.18297577938064932,0.22324037104845046,0.2028739048168063
9,chase,action_words,7,0.07457109315222815,0.1537058088732393,0.18107319105830458,0.17514433860778808,0.17316648285639913,0.17313980888575314
10,clap,action_words,10,0.25189312449411344,0.21309939713070267,0.1867928331423747,0.23172374359435505,0.19919560389483676,0.13278214782476425
11,clean,action_words,31,0.2886417809873819,0.23859087730708875,0.28427035910518544,0.253679876068705,0.29241066575050356,0.30075384490191936
12,climb,action_words,9,0.2195869298542247,0.2302685591081778,0.2506949696689844,0.2426225386559963,0.18402217854745687,0.2127363736692228
13,close,action_words,37,0.12189760166955621,0.18675962587197623,0.155246217838592,0.1886003604648929,0.17177761597558855,0.14760247664526105
14,cook,action_words,7,0.40836867846940694,0.3660756215453148,0.3826120406389236,0.38019492516392156,0.33982789115980266,0.29210633951190274
