,local,global
you,0.0004126597195863724,0.13664914503840409
be,0.0003304753984723772,0.19358888057297285
the,0.0005371519497462681,0.15696935707747428
do,0.0005669395128885905,0.1986684902257162
it,0.0002447732033268098,0.10146725135694501
$name$,0.0003047007502931537,0.10534488315800117
that,0.00026662963809389055,0.09862914371317455
a,0.0007895163127354213,0.19894853968382786
what,0.0006716450055440267,0.13797355110563914
i,0.0004917655672345843,0.1992856645588218
to,0.0005903016118442311,0.180842445645492
nan,0.0012033581733703613,0.288039152004267
and,0.00047176703810691833,0.15639067582821042
go,0.0008711276984796291,0.15486924906657273
oh,0.0008268935339791434,0.24249082494247243
we,0.00047236510685512,0.11521281135834738
have,0.000757326398577009,0.1394738797555699
in,0.00037790428508411753,0.16535212197938465
there,0.0003734069901543695,0.1614478717050094
on,0.000770221437726702,0.20936310456108853
this,0.0005351662635803223,0.15357668307371863
he,0.0007216895327848546,0.14605508814403623
get,0.0009241138185773577,0.23075807745006427
can,0.0003735820452372233,0.16445697606863152
your,0.0011087898164987564,0.10459993801549083
no,0.0015402226834683806,0.2075798902065794
one,0.0010196191923958914,0.16118497280420008
okay,0.00113109861101423,0.14471608198864294
here,0.0007051978355798966,0.2362826761378063
want,0.0006667726180132697,0.18093767092888213
look,0.0010471716523170471,0.16553070894239996
like,0.0006206495421273368,0.17953099625357039
see,0.000729158117964461,0.14287453184780785
they,0.0004484554131825765,0.14770582090471163
put,0.000723217214856829,0.15973400818510153
of,0.0010814773730742626,0.20949376119167185
right,0.0010041677289538914,0.21367835149962744
yes,0.0009671896696090698,0.31060735791520744
yeah,0.00047651595539516874,0.23405948607669025
think,0.0003873975046219364,0.21792820487876752
me,0.000464777151743571,0.183642450900393
she,0.0007892027497291565,0.16446312761155057
with,0.0008246412402705142,0.25264988469826966
where,0.0011246999104817708,0.19886178238086094
not,0.0004982607705252511,0.2017129356765066
for,0.0005629429450401893,0.17152535472525354
now,0.0004990539130042581,0.24034682109997385
know,0.0007876276969909668,0.21101727425721972
say,0.001080648766623603,0.27770775513968604
come,0.0021915286779403687,0.15800498962283338
good,0.0006751616795857748,0.2775165933602809
up,0.0011394161444443923,0.19154397408801505
well,0.0007066658564976283,0.283356129918343
at,0.0007478203624486923,0.22114147389698036
all,0.0010901351232786437,0.23473321638714284
will,0.0006809404918125697,0.17331067174611337
some,0.000786379405430385,0.20298395539315428
let,0.0007453335298074258,0.23289580608573313
just,0.0005283611161368233,0.16815716724394125
then,0.0004829220912035774,0.1952365037531475
them,0.0007593579152051141,0.20788151931137266
so,0.0004671249124738905,0.23094958045860214
little,0.0009781701224190848,0.20991376131331074
who,0.0009082373645570544,0.16612218058030748
how,0.0011769563723833133,0.19707583807579787
out,0.001277153832571847,0.1557902549059933
make,0.000891136156546103,0.24334923383768658
down,0.0007985375429454603,0.23774516414448832
if,0.00033292625889633643,0.27360237620235095
her,0.0008476800040194863,0.1711721854703011
but,0.00024588306744893393,0.202364580308374
because,0.0005023786515900583,0.18249326227730112
play,0.001712840614896832,0.1885420256554946
eat,0.0007387108919097156,0.17378106762937562
about,0.000691945615567659,0.20011123465921
my,0.001748199646289532,0.15505657623180769
when,0.00026973380761988023,0.16136647509021662
big,0.00140880857195173,0.20477992146363655
his,0.0009546068406874133,0.13295147026350373
very,0.000953692528936598,0.23782523381230103
take,0.0012254764636357625,0.24302329091338692
back,0.000903756231875033,0.21290852650619763
baby,0.000755449136098226,0.2475580125593161
